already_rejected,collision,not_in_library,out_of_bounds,prompt,structure_id
241.0,73.0,,,"The car shows a rectangular form with a raised rear and blocky front. The body has layered angular contours along the sides, and the top surface is flat with small projections at the front and rear, giving it a defined geometric profile.",a7686701-a08b-4866-99f2-b68eecaba659
35.0,20.0,,,"Compact car with a layered, angular facade.",2c766469-09de-433a-8cde-0c106e693e59
865.0,123.0,,,Angular car featuring tiered roof and geometric sides.,2c766469-09de-433a-8cde-0c106e693e59
129.0,32.0,,,"Car with a boxy front, tiered rooftop, and angular sides.",2c766469-09de-433a-8cde-0c106e693e59
530.0,92.0,1.0,,"Geometric car showcasing a stepped roof and angular, layered body.",2c766469-09de-433a-8cde-0c106e693e59
27.0,8.0,,,"A compact car with an angular design featuring a stepped roof and boxy front. The sides are composed of layered, rectangular segments, creating an angular profile. The rear displays a slightly elevated section, adding to the stepped aesthetic.",2c766469-09de-433a-8cde-0c106e693e59
206.0,38.0,,,"Compact car with a layered, angular facade.",79d2aaa6-8c00-46fa-b258-7471b0a41be7
,,,,Angular car featuring tiered roof and geometric sides.,79d2aaa6-8c00-46fa-b258-7471b0a41be7
407.0,63.0,,,"Car with a boxy front, tiered rooftop, and angular sides.",79d2aaa6-8c00-46fa-b258-7471b0a41be7
29.0,29.0,,,"Geometric car showcasing a stepped roof and angular, layered body.",79d2aaa6-8c00-46fa-b258-7471b0a41be7
177.0,26.0,,,"A compact car with an angular design featuring a stepped roof and boxy front. The sides are composed of layered, rectangular segments, creating an angular profile. The rear displays a slightly elevated section, adding to the stepped aesthetic.",79d2aaa6-8c00-46fa-b258-7471b0a41be7
17.0,5.0,,,"A compact, block-based car with layered elements.",87e3c1ad-9567-42ab-a83d-96b31c285314
14.0,10.0,,,A rectangular car with a layered roof and protruding front grille.,87e3c1ad-9567-42ab-a83d-96b31c285314
134.0,19.0,,,"A boxy car featuring a tiered roof, protruding front grille, and stacked rear.",87e3c1ad-9567-42ab-a83d-96b31c285314
2.0,6.0,,,"A car with a flat, rectangular top, prominent stacked front grille, layered sides, and rectangular rear.",87e3c1ad-9567-42ab-a83d-96b31c285314
149.0,114.0,,,"A compact car with a rectangular base, flat top surface, vertically layered sides, protruding front grille composed of small segments, and a tiered rear section utilizing a block-stack design.",87e3c1ad-9567-42ab-a83d-96b31c285314
18.0,9.0,,,"A compact, block-based car with layered elements.",e26b7fc1-cb23-4aeb-a039-011e136f91eb
11.0,20.0,,,A rectangular car with a layered roof and protruding front grille.,e26b7fc1-cb23-4aeb-a039-011e136f91eb
48.0,12.0,,,"A boxy car featuring a tiered roof, protruding front grille, and stacked rear.",e26b7fc1-cb23-4aeb-a039-011e136f91eb
301.0,80.0,,,"A car with a flat, rectangular top, prominent stacked front grille, layered sides, and rectangular rear.",e26b7fc1-cb23-4aeb-a039-011e136f91eb
47.0,22.0,,,"A compact car with a rectangular base, flat top surface, vertically layered sides, protruding front grille composed of small segments, and a tiered rear section utilizing a block-stack design.",e26b7fc1-cb23-4aeb-a039-011e136f91eb
200.0,53.0,,,"Compact car with a smooth, rounded roof and integrated bumpers.",9eb64462-bf7a-42bc-9a06-51bd3ee6e79e
149.0,53.0,1.0,,"A car with a streamlined body, prominent front grille, and rounded edges.",9eb64462-bf7a-42bc-9a06-51bd3ee6e79e
69.0,15.0,,,"A car featuring a low, flat rectangular base, subtly curved roof, and defined front and rear sections.",9eb64462-bf7a-42bc-9a06-51bd3ee6e79e
24.0,8.0,,,"This car shows a flat, elongated body with a slightly arched top, rectangular front grille, and wide wheel placements.",9eb64462-bf7a-42bc-9a06-51bd3ee6e79e
315.0,36.0,,,"The car has a flat, rectangular base with a slightly curved top. The front is squared with layered, stepped formation. The roof curves gently into the rear, which is broad and slightly tapered. Rectangular rear panels extend slightly outward, complementing the overall compact form.",9eb64462-bf7a-42bc-9a06-51bd3ee6e79e
11.0,2.0,,,Compact car with a blocky geometric form.,95d98133-7d22-4fa5-a896-70c192b60b37
159.0,32.0,,,The car has a rectangular body with stepped elevation.,95d98133-7d22-4fa5-a896-70c192b60b37
32.0,14.0,,,A rectangular car with tiered layers and a flat top surface.,95d98133-7d22-4fa5-a896-70c192b60b37
123.0,22.0,,,"The car features a rectangular body, elevated rear section, and layered roof.",95d98133-7d22-4fa5-a896-70c192b60b37
,,,,"A compact car with a rectangular form. The front has a stepped arrangement, and the roof is layered. The rear section is slightly elevated with a flat back surface. Small round elements indicate the wheel areas.",95d98133-7d22-4fa5-a896-70c192b60b37
643.0,231.0,,,Compact vehicle with a rounded top and blocky features.,9f1a70da-e1d3-4825-af1d-5b636fa7b3b4
1011.0,149.0,1.0,,Boxy car with rounded roof and pronounced front and rear segments.,9f1a70da-e1d3-4825-af1d-5b636fa7b3b4
11.0,10.0,,,"Automobile with cylindrical top section, rectangular body, and distinctive front.",9f1a70da-e1d3-4825-af1d-5b636fa7b3b4
172.0,22.0,,,"Car structure featuring a rounded roof, two-block high sides, protruding front section, and defined rear.",9f1a70da-e1d3-4825-af1d-5b636fa7b3b4
103.0,25.0,,,"A compact vehicle with a smoothly rounded top and angular body. The roof is gently arched, with taller rear columns. The front protrudes slightly, composed of stepped layers, while the rear maintains a flat, defined edge.",9f1a70da-e1d3-4825-af1d-5b636fa7b3b4
259.0,78.0,,,Compact vehicle with a rounded top and blocky features.,8fc82da2-247f-441a-bbf7-3f330cd494b7
,,,,Boxy car with rounded roof and pronounced front and rear segments.,8fc82da2-247f-441a-bbf7-3f330cd494b7
149.0,32.0,,,"Automobile with cylindrical top section, rectangular body, and distinctive front.",8fc82da2-247f-441a-bbf7-3f330cd494b7
237.0,46.0,,,"Car structure featuring a rounded roof, two-block high sides, protruding front section, and defined rear.",8fc82da2-247f-441a-bbf7-3f330cd494b7
,2.0,,,"A compact vehicle with a smoothly rounded top and angular body. The roof is gently arched, with taller rear columns. The front protrudes slightly, composed of stepped layers, while the rear maintains a flat, defined edge.",8fc82da2-247f-441a-bbf7-3f330cd494b7
464.0,57.0,1.0,,Rectangular car shape with simple geometric elements.,b667e1c2-9182-4d42-863d-4311d33f5f2d
46.0,20.0,1.0,,Compact car form with a consistent blocky facade.,b667e1c2-9182-4d42-863d-4311d33f5f2d
371.0,49.0,,,Car structure includes a boxy body and defined edges.,b667e1c2-9182-4d42-863d-4311d33f5f2d
27.0,12.0,,,"The car features a uniform, box-like body with protruding front details and recessed rear sections.",b667e1c2-9182-4d42-863d-4311d33f5f2d
20.0,10.0,,,"This car exhibits a rectangular body, with protruding front bumper components and a recessed back end. The top holds a centered, small vertical structure, flanked by flat roof panels. The sides are flat with smooth transitions to the top.",b667e1c2-9182-4d42-863d-4311d33f5f2d
5.0,3.0,,,Rectangular car shape with simple geometric elements.,7c717031-1e22-4c03-beca-3425b6a26e82
601.0,113.0,,,Compact car form with a consistent blocky facade.,7c717031-1e22-4c03-beca-3425b6a26e82
416.0,65.0,,,Car structure includes a boxy body and defined edges.,7c717031-1e22-4c03-beca-3425b6a26e82
14.0,20.0,,,"The car features a uniform, box-like body with protruding front details and recessed rear sections.",7c717031-1e22-4c03-beca-3425b6a26e82
935.0,205.0,1.0,,"This car exhibits a rectangular body, with protruding front bumper components and a recessed back end. The top holds a centered, small vertical structure, flanked by flat roof panels. The sides are flat with smooth transitions to the top.",7c717031-1e22-4c03-beca-3425b6a26e82
20.0,8.0,,,Compact car with blocky edges and layered top features.,d8664700-ecf1-4725-a21a-281df3285521
319.0,73.0,,,Box-shaped car with stepped roof and protruding front sections.,d8664700-ecf1-4725-a21a-281df3285521
38.0,8.0,,,Rectangular car structure with staggered roof elements and angular body.,d8664700-ecf1-4725-a21a-281df3285521
57.0,16.0,,,"Car featuring flat-topped cabin, stacked front contours, and squared-overhanging rear.",d8664700-ecf1-4725-a21a-281df3285521
64.0,41.0,,,"Square car with multi-layered roof. The layered roof integrates with the rectangular body, featuring a front with protruding blocks and a rear section that squares off sharply. The car stands on four nearly integrated, angular base supports, providing a sturdy and cohesive appearance.",d8664700-ecf1-4725-a21a-281df3285521
90.0,9.0,,,Compact car with blocky edges and layered top features.,05e3d2bc-6d07-4e77-83c8-548a1353fd31
33.0,11.0,,,Box-shaped car with stepped roof and protruding front sections.,05e3d2bc-6d07-4e77-83c8-548a1353fd31
114.0,16.0,,,Rectangular car structure with staggered roof elements and angular body.,05e3d2bc-6d07-4e77-83c8-548a1353fd31
20.0,5.0,,,"Car featuring flat-topped cabin, stacked front contours, and squared-overhanging rear.",05e3d2bc-6d07-4e77-83c8-548a1353fd31
86.0,38.0,,,"Square car with multi-layered roof. The layered roof integrates with the rectangular body, featuring a front with protruding blocks and a rear section that squares off sharply. The car stands on four nearly integrated, angular base supports, providing a sturdy and cohesive appearance.",05e3d2bc-6d07-4e77-83c8-548a1353fd31
61.0,11.0,,,"Car featuring a boxy, compact shape with defined edges.",b030a057-0144-4c20-8bef-9423f9eaf7d5
175.0,36.0,,,"Automobile with a rectangular body, sloped front end, and flat top.",b030a057-0144-4c20-8bef-9423f9eaf7d5
581.0,137.0,,,"Four-wheeled vehicle, rectangular form, front and rear sections with subtle layering.",b030a057-0144-4c20-8bef-9423f9eaf7d5
80.0,14.0,,,"Compact car with distinguished rectangular framework, angular roofline, and tiered rear structure.",b030a057-0144-4c20-8bef-9423f9eaf7d5
140.0,17.0,,,"Rectangular car with a layered front, squared-off rear, rounded top edges, and evenly spaced block contours along the sides.",b030a057-0144-4c20-8bef-9423f9eaf7d5
,1.0,,,"Car featuring a boxy, compact shape with defined edges.",37d199c2-533d-48f6-aed3-25f9ac30b465
89.0,39.0,,,"Automobile with a rectangular body, sloped front end, and flat top.",37d199c2-533d-48f6-aed3-25f9ac30b465
1193.0,330.0,1.0,,"Four-wheeled vehicle, rectangular form, front and rear sections with subtle layering.",37d199c2-533d-48f6-aed3-25f9ac30b465
105.0,35.0,,,"Compact car with distinguished rectangular framework, angular roofline, and tiered rear structure.",37d199c2-533d-48f6-aed3-25f9ac30b465
128.0,29.0,,,"Rectangular car with a layered front, squared-off rear, rounded top edges, and evenly spaced block contours along the sides.",37d199c2-533d-48f6-aed3-25f9ac30b465
225.0,19.0,,,"Car with a blocky, compact shape and simple geometric features.",3783657e-2413-4ab1-b327-52df7ba14b2c
341.0,94.0,,,A compact car featuring a boxy form with a consistent height.,3783657e-2413-4ab1-b327-52df7ba14b2c
475.0,90.0,,,"Rectangular car body with defined edges and a consistent, smooth top.",3783657e-2413-4ab1-b327-52df7ba14b2c
13.0,14.0,,,"Box-shaped car with a flat roof, prominent front, and uniform sides.",3783657e-2413-4ab1-b327-52df7ba14b2c
45.0,18.0,,,"Boxy car design with a flat roof, stepped front, and angular sides, maintaining a coherent rectangular form throughout.",3783657e-2413-4ab1-b327-52df7ba14b2c
297.0,59.0,,,Car with a rectangular elongated body and stepped front.,2f9e7776-e4a3-42d2-a261-b281b7991838
333.0,68.0,,,Elongated car featuring a rectangular shape with a stepped front section.,2f9e7776-e4a3-42d2-a261-b281b7991838
350.0,33.0,,,"Rectangular car with elongated build, stepped front, and layered top bricks.",2f9e7776-e4a3-42d2-a261-b281b7991838
4.0,5.0,,,"Car with a long rectangular form, raised front area, and two rows of bricks on top forming tiers.",2f9e7776-e4a3-42d2-a261-b281b7991838
34.0,15.0,,,"A car with an elongated rectangular shape, comprising a flat base that's about five times as long as it is wide. The front has a stepped design, featuring raised sections. The top includes two rows of layered bricks, adding a tiered appearance.",2f9e7776-e4a3-42d2-a261-b281b7991838
85.0,32.0,,,Car with a rectangular elongated body and stepped front.,5c026d2a-e71c-4586-b053-71f9dc6e50f7
24.0,5.0,,,Elongated car featuring a rectangular shape with a stepped front section.,5c026d2a-e71c-4586-b053-71f9dc6e50f7
380.0,62.0,,,"Rectangular car with elongated build, stepped front, and layered top bricks.",5c026d2a-e71c-4586-b053-71f9dc6e50f7
60.0,8.0,,,"Car with a long rectangular form, raised front area, and two rows of bricks on top forming tiers.",5c026d2a-e71c-4586-b053-71f9dc6e50f7
2.0,2.0,,,"A car with an elongated rectangular shape, comprising a flat base that's about five times as long as it is wide. The front has a stepped design, featuring raised sections. The top includes two rows of layered bricks, adding a tiered appearance.",5c026d2a-e71c-4586-b053-71f9dc6e50f7
454.0,204.0,,,A small car with blocky and angular features.,bad91e31-691e-4b17-9375-f3c420315845
369.0,73.0,,,Compact vehicle with a squared-off body and raised central section.,bad91e31-691e-4b17-9375-f3c420315845
146.0,41.0,,,"Boxy car with flat, stepped roof and rectangular rear enclosure.",bad91e31-691e-4b17-9375-f3c420315845
98.0,22.0,,,"Rectangular car featuring a prominent central column and staggered roof height. The front is slightly tapered upwards, contrasting with the flat, extended rear section.",bad91e31-691e-4b17-9375-f3c420315845
116.0,26.0,,,"A compact car with a blocky, angular structure. It showcases a stepped roof design, a central column behind the roof, and a raised front section. The rear is extended, capped with a flat enclosure, creating a squared-off aesthetic.",bad91e31-691e-4b17-9375-f3c420315845
19.0,12.0,,,A small car with blocky and angular features.,d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
105.0,18.0,,,Compact vehicle with a squared-off body and raised central section.,d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
55.0,20.0,,,"Boxy car with flat, stepped roof and rectangular rear enclosure.",d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
263.0,105.0,,,"Rectangular car featuring a prominent central column and staggered roof height. The front is slightly tapered upwards, contrasting with the flat, extended rear section.",d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
109.0,25.0,,,"A compact car with a blocky, angular structure. It showcases a stepped roof design, a central column behind the roof, and a raised front section. The rear is extended, capped with a flat enclosure, creating a squared-off aesthetic.",d4f79db0-2fca-47aa-9e34-ad04c1eb3efc
87.0,23.0,,,Car with a boxy shape and layered contours.,45102007-eb42-454e-b302-29e489bf46b6
64.0,18.0,,,Compact car featuring a rectangular form and stepped roof.,45102007-eb42-454e-b302-29e489bf46b6
51.0,16.0,,,"Boxy car with pronounced rectangular features, layered top, and unified silhouette.",45102007-eb42-454e-b302-29e489bf46b6
421.0,55.0,1.0,,"A compact car shape with rectangular layers, a stepped roof, and defined vertical edges.",45102007-eb42-454e-b302-29e489bf46b6
40.0,43.0,,,"Rectangular car body with layered contours. The roof steps upward from front to back, the front is a detailed stepped area, and the rear exhibits a simple rectangular facade.",45102007-eb42-454e-b302-29e489bf46b6
71.0,12.0,,,Car with a boxy shape and layered contours.,29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
197.0,17.0,,,Compact car featuring a rectangular form and stepped roof.,29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
413.0,111.0,,,"Boxy car with pronounced rectangular features, layered top, and unified silhouette.",29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
159.0,21.0,,,"A compact car shape with rectangular layers, a stepped roof, and defined vertical edges.",29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
,1.0,,,"Rectangular car body with layered contours. The roof steps upward from front to back, the front is a detailed stepped area, and the rear exhibits a simple rectangular facade.",29b9c79d-7fb9-4cb3-8405-7dc10d80aa5d
301.0,48.0,,,Four-wheeled car with blocky features.,0aee0d32-b4a5-4c56-ab24-30d745d61430
361.0,63.0,1.0,,"Compact car with a blocky, rectangular body and visible wheels.",0aee0d32-b4a5-4c56-ab24-30d745d61430
,5.0,,,"Rectangular car with layered top, angled back, and exposed wheels.",0aee0d32-b4a5-4c56-ab24-30d745d61430
223.0,88.0,,,"Car featuring a rectangular, stepped body with angular edges and square wheels at each corner.",0aee0d32-b4a5-4c56-ab24-30d745d61430
34.0,2.0,,,"A rectangular car with a stepped body and layered top. The back is angled slightly downward. Exposed square wheels are at each corner, while the front and sides are constructed with distinct block segments.",0aee0d32-b4a5-4c56-ab24-30d745d61430
32.0,11.0,,,Four-wheeled car with blocky features.,9a38102b-f0b8-478f-a57e-51dd89ca79d3
394.0,51.0,,,"Compact car with a blocky, rectangular body and visible wheels.",9a38102b-f0b8-478f-a57e-51dd89ca79d3
181.0,8.0,,,"Rectangular car with layered top, angled back, and exposed wheels.",9a38102b-f0b8-478f-a57e-51dd89ca79d3
58.0,18.0,,,"Car featuring a rectangular, stepped body with angular edges and square wheels at each corner.",9a38102b-f0b8-478f-a57e-51dd89ca79d3
447.0,77.0,1.0,,"A rectangular car with a stepped body and layered top. The back is angled slightly downward. Exposed square wheels are at each corner, while the front and sides are constructed with distinct block segments.",9a38102b-f0b8-478f-a57e-51dd89ca79d3
165.0,43.0,1.0,,Compact car with distinct geometric outlines and segmented body.,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
36.0,21.0,,,"Boxy vehicle with pronounced edges, tiered rear, and flat top.",629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
411.0,54.0,,,Angular car featuring rectangular components and a pronounced elevated rear section.,629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
215.0,43.0,,,"A geometric car shape composed of stacked, rectangular sections forming elevated rear and flat front.",629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
101.0,39.0,,,"A vehicle structure with a flat rectangular top, tiered rear elevation, and a distinct box-like appearance, comprised of uniformly aligned rectangular segments.",629ebcf2-18d5-45e5-9f2d-6cc2484a0a9e
116.0,21.0,,,Car with an elongated body and angular edges.,76221de6-c2e8-4ef1-8005-65e746dfd23b
276.0,68.0,1.0,,Vehicle featuring a blocky design with protruding front and rear sections.,76221de6-c2e8-4ef1-8005-65e746dfd23b
6.0,7.0,,,Automobile showcasing a compact form with a tiered roof and layered side details.,76221de6-c2e8-4ef1-8005-65e746dfd23b
8.0,11.0,,,"Boxy car structure with a stepped roof, flat hood, and prominent front bumper. The roofline extends backward, above a rear section with defined edges.",76221de6-c2e8-4ef1-8005-65e746dfd23b
,2.0,,,"Rectangular car with a flat top surface and tiered elements. The front and rear bumpers are distinct, with layered sides and a prominent roof. Stacked elements suggest an angular shape across the length of the vehicle, creating a cohesive geometric appearance.",76221de6-c2e8-4ef1-8005-65e746dfd23b
413.0,53.0,,,Car with an elongated body and angular edges.,083479b1-ed8b-4310-bce0-00aed33ebc79
178.0,34.0,,,Vehicle featuring a blocky design with protruding front and rear sections.,083479b1-ed8b-4310-bce0-00aed33ebc79
88.0,50.0,,,Automobile showcasing a compact form with a tiered roof and layered side details.,083479b1-ed8b-4310-bce0-00aed33ebc79
,1.0,,,"Boxy car structure with a stepped roof, flat hood, and prominent front bumper. The roofline extends backward, above a rear section with defined edges.",083479b1-ed8b-4310-bce0-00aed33ebc79
276.0,61.0,,,"Rectangular car with a flat top surface and tiered elements. The front and rear bumpers are distinct, with layered sides and a prominent roof. Stacked elements suggest an angular shape across the length of the vehicle, creating a cohesive geometric appearance.",083479b1-ed8b-4310-bce0-00aed33ebc79
185.0,34.0,,,"Compact car with layered, angular contours.",bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
103.0,10.0,,,"Rectangular car with a smooth, tiered top and sharp edges.",bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
81.0,10.0,,,"Vehicular form with a rectangular base, tiered roofline, and structured front.",bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
286.0,27.0,,,Compact vehicle with a tiered roof and flat sides. The angular front integrates with rectangular sides and a slightly elevated rear section.,bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
,3.0,,,"A rectangular car featuring a structured, tiered roofline and sharply defined front. The sides are flat, while the rear rises subtly, balancing the overall angular geometry.",bebc2a7f-4ebd-48cf-8417-2ec4f67060c7
61.0,29.0,,,"Compact car with layered, angular contours.",2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
61.0,11.0,1.0,,"Rectangular car with a smooth, tiered top and sharp edges.",2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
,1.0,,,"Vehicular form with a rectangular base, tiered roofline, and structured front.",2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
113.0,52.0,,,Compact vehicle with a tiered roof and flat sides. The angular front integrates with rectangular sides and a slightly elevated rear section.,2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
23.0,12.0,,,"A rectangular car featuring a structured, tiered roofline and sharply defined front. The sides are flat, while the rear rises subtly, balancing the overall angular geometry.",2f8ae1ed-9e23-4b35-8c8d-27f3380cdc17
119.0,31.0,,,Car with a rectangular body and tiered layers.,8296de56-cfd0-4344-acb5-aed92c1757f2
76.0,19.0,,,A compact vehicle shape with a rectangular body and layered contours.,8296de56-cfd0-4344-acb5-aed92c1757f2
296.0,59.0,1.0,,"A small car featuring a rectangular body, sloped front, and stepped roofline.",8296de56-cfd0-4344-acb5-aed92c1757f2
26.0,18.0,,,"Boxy car design with a rectangular base, sloped hood, tiered roof, and squared rear.",8296de56-cfd0-4344-acb5-aed92c1757f2
171.0,43.0,1.0,,"A compact car with a rectangular chassis, sloped front section, tiered roof, and squared off rear. The central section features stepped layers, while the hood inclines gently towards the front, with the rear maintaining a squared and flat appearance.",8296de56-cfd0-4344-acb5-aed92c1757f2
262.0,59.0,,,Compact vehicle with a rounded top and flat sides.,60f97c0b-3791-4738-a546-d3e9add37786
286.0,100.0,3.0,,"Car with a smooth, slightly arched roof and straight side panels.",60f97c0b-3791-4738-a546-d3e9add37786
,1.0,,,"Vehicle featuring a rounded roof, flat rectangular sides, and square front.",60f97c0b-3791-4738-a546-d3e9add37786
383.0,73.0,,,"Boxy car with a curved roof and elongated, horizontal body. The rear is squared off, and the front has angular formations.",60f97c0b-3791-4738-a546-d3e9add37786
68.0,12.0,,,"A compact car with an arched roof covers a rectangular body. The sides are flat, and the front is stepped with block-like formations. The rear is square and flat, contrasting the slightly raised front section.",60f97c0b-3791-4738-a546-d3e9add37786
246.0,29.0,,,Compact vehicle with a rounded top and flat sides.,d54581f9-5a38-47ef-8c9c-6cae02f9595c
,5.0,,,"Car with a smooth, slightly arched roof and straight side panels.",d54581f9-5a38-47ef-8c9c-6cae02f9595c
1383.0,231.0,,,"Vehicle featuring a rounded roof, flat rectangular sides, and square front.",d54581f9-5a38-47ef-8c9c-6cae02f9595c
120.0,20.0,,,"Boxy car with a curved roof and elongated, horizontal body. The rear is squared off, and the front has angular formations.",d54581f9-5a38-47ef-8c9c-6cae02f9595c
70.0,10.0,,,"A compact car with an arched roof covers a rectangular body. The sides are flat, and the front is stepped with block-like formations. The rear is square and flat, contrasting the slightly raised front section.",d54581f9-5a38-47ef-8c9c-6cae02f9595c
779.0,140.0,1.0,,Compact vehicle with angular contours and multi-layer surfaces.,aa4faecd-46c7-44db-982b-9550eebb63dd
60.0,20.0,,,Compact automobile displaying a box-like form with stepped layers.,aa4faecd-46c7-44db-982b-9550eebb63dd
222.0,38.0,2.0,,"A compact vehicle with angular contours, multi-layered roof, and segmented sides.",aa4faecd-46c7-44db-982b-9550eebb63dd
2.0,2.0,,,Angular automobile featuring tiered sections with a layered top and distinct rectangular shapes.,aa4faecd-46c7-44db-982b-9550eebb63dd
27.0,24.0,,,"The vehicle showcases a compact form with angular contours. It has a boxy shape, with tiered sections creating a stacked appearance. The roof is multi-layered, and the sides are composed of distinct rectangular shapes, contributing to the overall angular design.",aa4faecd-46c7-44db-982b-9550eebb63dd
77.0,37.0,,,"A compact car with blocky, angular features.",983c663f-54dc-4f4a-b1b7-5e586cbc8c05
39.0,13.0,,,Compact car structure with squared edges and elevated front.,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
45.0,2.0,,,"Car shape with cube-like contours, detailed side panels, and flat roof.",983c663f-54dc-4f4a-b1b7-5e586cbc8c05
79.0,9.0,,,"Rectangular car body with raised hood, tiered roof, and squared rear.",983c663f-54dc-4f4a-b1b7-5e586cbc8c05
6.0,5.0,,,Box-shaped car featuring angular contours; blocky sides with tiered roof; front raised above the flat midsection; rear block sculpted slightly higher than sides.,983c663f-54dc-4f4a-b1b7-5e586cbc8c05
122.0,29.0,,,"A compact car with blocky, angular features.",03342289-964c-4700-b92b-871778d689b9
301.0,69.0,,,Compact car structure with squared edges and elevated front.,03342289-964c-4700-b92b-871778d689b9
233.0,27.0,3.0,,"Car shape with cube-like contours, detailed side panels, and flat roof.",03342289-964c-4700-b92b-871778d689b9
,,,,"Rectangular car body with raised hood, tiered roof, and squared rear.",03342289-964c-4700-b92b-871778d689b9
77.0,11.0,1.0,,Box-shaped car featuring angular contours; blocky sides with tiered roof; front raised above the flat midsection; rear block sculpted slightly higher than sides.,03342289-964c-4700-b92b-871778d689b9
251.0,42.0,,,Car with layered rectangular shapes and protruding front.,f69c7f2e-309a-4518-82a4-6a7592154e77
718.0,121.0,,,"Compact vehicle with a layered body, flat roof, and stepped hood.",f69c7f2e-309a-4518-82a4-6a7592154e77
133.0,24.0,,,"Angular car composed of stacked rectangular sections, a front with tiered steps, and a flat top.",f69c7f2e-309a-4518-82a4-6a7592154e77
424.0,146.0,,,"Car with a rectangular base, elevated roof, stepped hood, and distinct front assembly. The top is smooth while the front features geometric protrusions.",f69c7f2e-309a-4518-82a4-6a7592154e77
171.0,29.0,,,"A compact car with a solid rectangular base, flat roof, tiered hood, and angular front. The car’s body exhibits a layered structure with a smooth top surface, and the front part consists of protruding geometric forms, creating a distinctive appearance.",f69c7f2e-309a-4518-82a4-6a7592154e77
134.0,60.0,1.0,,Car with layered rectangular shapes and protruding front.,11493a99-59cd-4dd2-b4e7-aa411053035b
35.0,9.0,,,"Compact vehicle with a layered body, flat roof, and stepped hood.",11493a99-59cd-4dd2-b4e7-aa411053035b
5.0,5.0,,,"Angular car composed of stacked rectangular sections, a front with tiered steps, and a flat top.",11493a99-59cd-4dd2-b4e7-aa411053035b
69.0,39.0,1.0,,"Car with a rectangular base, elevated roof, stepped hood, and distinct front assembly. The top is smooth while the front features geometric protrusions.",11493a99-59cd-4dd2-b4e7-aa411053035b
281.0,37.0,,,"A compact car with a solid rectangular base, flat roof, tiered hood, and angular front. The car’s body exhibits a layered structure with a smooth top surface, and the front part consists of protruding geometric forms, creating a distinctive appearance.",11493a99-59cd-4dd2-b4e7-aa411053035b
55.0,17.0,,,"Car with a smooth, flat top and a compact, solid structure.",512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
107.0,8.0,2.0,,"A rectangular car featuring a flat top and short, squared ends.",512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
146.0,22.0,,,Rectangular car with a flat roof and compact form with squared front and back ends.,512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
466.0,123.0,,,"Car with a smooth, elongated top surface, compact form, short squared ends, and uniform height.",512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
328.0,49.0,,,"A rectangular car with a flat top surface and compact form. The front and back ends are short and squared, maintaining a consistent height throughout. The sides are straight, creating a streamlined appearance.",512a78b0-e4e1-45eb-a2ad-84107bf9c1ee
483.0,138.0,1.0,,"Car with a smooth, flat top and a compact, solid structure.",9c510188-f6af-4147-a2f3-f3104f38345b
19.0,3.0,,,"A rectangular car featuring a flat top and short, squared ends.",9c510188-f6af-4147-a2f3-f3104f38345b
333.0,103.0,,,Rectangular car with a flat roof and compact form with squared front and back ends.,9c510188-f6af-4147-a2f3-f3104f38345b
190.0,73.0,,,"Car with a smooth, elongated top surface, compact form, short squared ends, and uniform height.",9c510188-f6af-4147-a2f3-f3104f38345b
139.0,33.0,,,"A rectangular car with a flat top surface and compact form. The front and back ends are short and squared, maintaining a consistent height throughout. The sides are straight, creating a streamlined appearance.",9c510188-f6af-4147-a2f3-f3104f38345b
477.0,139.0,,,"Car with a compact, geometric form and angular surfaces.",9717aee4-4122-4c45-a6e1-8ec4090fbdee
,1.0,,,Compact automobile featuring angular contours and a geometric profile with elevated segments.,9717aee4-4122-4c45-a6e1-8ec4090fbdee
74.0,9.0,,,"Car with a flat top, angular front, recessed sides, and a slightly elevated hood.",9717aee4-4122-4c45-a6e1-8ec4090fbdee
