structure_id,prompt,regenerations
24ad6688-98a8-4603-a6d2-d7e812431c72,"The car features a rectangular body with distinct steps on the roofline and a pronounced front with angular edges. The sides are crafted with straight lines leading to tapered ends, and the base has integrated low-profile elements along the chassis.",34
96782938-7415-429d-b2e3-783841cf018a,Compact car form with distinct geometric shapes.,1
96782938-7415-429d-b2e3-783841cf018a,Blocky vehicle silhouette with pronounced angular contours and tiered sections.,5
96782938-7415-429d-b2e3-783841cf018a,Angular car structure featuring layered elements forming a raised central section with recessed edges.,2
96782938-7415-429d-b2e3-783841cf018a,"Distinct vehicle with a tiered roof, flat sides, and indented front and rear sections, creating a balanced cubic appearance.",6
96782938-7415-429d-b2e3-783841cf018a,"This car exhibits a compact form with a raised, rectangular roof approximately double the height of its perimeter, and indented sections along the sides and front. The flat rear and structured sides combine to form a defined geometric layout.",4
63c71789-71a6-4471-bf06-1dc08ab6af47,Compact car form with distinct geometric shapes.,6
63c71789-71a6-4471-bf06-1dc08ab6af47,Blocky vehicle silhouette with pronounced angular contours and tiered sections.,9
63c71789-71a6-4471-bf06-1dc08ab6af47,Angular car structure featuring layered elements forming a raised central section with recessed edges.,8
63c71789-71a6-4471-bf06-1dc08ab6af47,"Distinct vehicle with a tiered roof, flat sides, and indented front and rear sections, creating a balanced cubic appearance.",16
63c71789-71a6-4471-bf06-1dc08ab6af47,"This car exhibits a compact form with a raised, rectangular roof approximately double the height of its perimeter, and indented sections along the sides and front. The flat rear and structured sides combine to form a defined geometric layout.",5
92053a06-bf92-4b36-9106-00f7de8e4c83,Compact car with a rounded roof and layered front.,5
92053a06-bf92-4b36-9106-00f7de8e4c83,"Boxy vehicle with a curved top, detailed front, and raised rear.",11
92053a06-bf92-4b36-9106-00f7de8e4c83,"Automobile featuring a blocky shape, arched roof, and intricate grille pattern.",12
92053a06-bf92-4b36-9106-00f7de8e4c83,"Simplistic car form with a gently curved roof, detailed front bumper, block-like sides, and pronounced rear section.",3
92053a06-bf92-4b36-9106-00f7de8e4c83,"A small, densely constructed car with a rounded top extending from front to rear. The front features a tiered setup, with layered elements creating a grille-like appearance. The sides are flat and compact, while the rear is slightly elevated, adding to the boxy silhouette.",0
4c68214e-1b25-47ce-92da-7ed946e9757d,Compact car with a rounded roof and layered front.,7
4c68214e-1b25-47ce-92da-7ed946e9757d,"Boxy vehicle with a curved top, detailed front, and raised rear.",4
4c68214e-1b25-47ce-92da-7ed946e9757d,"Automobile featuring a blocky shape, arched roof, and intricate grille pattern.",1
4c68214e-1b25-47ce-92da-7ed946e9757d,"Simplistic car form with a gently curved roof, detailed front bumper, block-like sides, and pronounced rear section.",12
4c68214e-1b25-47ce-92da-7ed946e9757d,"A small, densely constructed car with a rounded top extending from front to rear. The front features a tiered setup, with layered elements creating a grille-like appearance. The sides are flat and compact, while the rear is slightly elevated, adding to the boxy silhouette.",19
40ad4c44-1cbc-4978-a06e-8fbdc8899e1f,Compact car with elongated body and angled front.,0
40ad4c44-1cbc-4978-a06e-8fbdc8899e1f,Compact vehicle featuring an elongated structure and a sloped front section.,3
40ad4c44-1cbc-4978-a06e-8fbdc8899e1f,The vehicle showcases a streamlined form with a slanted front end and smooth roofline.,53
40ad4c44-1cbc-4978-a06e-8fbdc8899e1f,"Car with an elongated form, sloping front, slightly rising roof, and distinct flat rear. The sides are smooth with subtle angularity.",2
40ad4c44-1cbc-4978-a06e-8fbdc8899e1f,"This vehicle displays an extended body with a gently sloped front end, a slightly raised roofline, and a symmetrical, flat rear section. The smooth sides exhibit mild angular features, integrating a box-like quality into the overall sleek and cohesive form.",4
98f99917-fb63-4f7e-b881-e7f30023e24a,"Car with an angular exterior and distinct, tiered roof.",12
98f99917-fb63-4f7e-b881-e7f30023e24a,Boxy car featuring a prominent rectangular form and stepped roof.,6
98f99917-fb63-4f7e-b881-e7f30023e24a,Rectangular car body with a layered roof and protruding front.,8
98f99917-fb63-4f7e-b881-e7f30023e24a,"Car with a flat, rectangular top, tiered roof elements, and protruding front segments.",5
98f99917-fb63-4f7e-b881-e7f30023e24a,"The car consists of a squarish body with a flat, layered roof. The front features protrusions resembling headlights. The sides have a slightly indented section midway, leading to a rounded rear. The overall shape is defined by angular, geometric contours.",7
f98607f2-23d4-4837-a91e-048121d6f069,"Car with an angular exterior and distinct, tiered roof.",3
f98607f2-23d4-4837-a91e-048121d6f069,Boxy car featuring a prominent rectangular form and stepped roof.,8
f98607f2-23d4-4837-a91e-048121d6f069,Rectangular car body with a layered roof and protruding front.,4
f98607f2-23d4-4837-a91e-048121d6f069,"Car with a flat, rectangular top, tiered roof elements, and protruding front segments.",0
f98607f2-23d4-4837-a91e-048121d6f069,"The car consists of a squarish body with a flat, layered roof. The front features protrusions resembling headlights. The sides have a slightly indented section midway, leading to a rounded rear. The overall shape is defined by angular, geometric contours.",2
adfbdc80-5061-4f04-a863-857685dc3ac7,Compact toy car with distinct elevations and stepped contours.,3
adfbdc80-5061-4f04-a863-857685dc3ac7,Toy car displaying a stepped rear section and squared front.,12
adfbdc80-5061-4f04-a863-857685dc3ac7,A squared toy vehicle with elevated rear and recessed central area.,37
adfbdc80-5061-4f04-a863-857685dc3ac7,"Car featuring a blocky design, protruding lower sections at the back, recessed midsection, and tiered roof layout.",7
adfbdc80-5061-4f04-a863-857685dc3ac7,"This toy car has a squared front leading into a recessed midsection, transitioning into a tiered rear. Defined by distinct vertical layers, the protruding lower front aligns with compact rear corners, enhancing its boxy geometric form.",2
4e7bc4ca-da6f-46cf-a3ff-8f68577209f3,Compact toy car with distinct elevations and stepped contours.,7
4e7bc4ca-da6f-46cf-a3ff-8f68577209f3,Toy car displaying a stepped rear section and squared front.,21
4e7bc4ca-da6f-46cf-a3ff-8f68577209f3,A squared toy vehicle with elevated rear and recessed central area.,28
4e7bc4ca-da6f-46cf-a3ff-8f68577209f3,"Car featuring a blocky design, protruding lower sections at the back, recessed midsection, and tiered roof layout.",6
4e7bc4ca-da6f-46cf-a3ff-8f68577209f3,"This toy car has a squared front leading into a recessed midsection, transitioning into a tiered rear. Defined by distinct vertical layers, the protruding lower front aligns with compact rear corners, enhancing its boxy geometric form.",4
7a67f510-ef28-4d9b-85c1-970bdda5d71d,"Compact car with a streamlined, layered profile.",6
7a67f510-ef28-4d9b-85c1-970bdda5d71d,"A small vehicle featuring a compact shape with a stepped, angular design.",27
7a67f510-ef28-4d9b-85c1-970bdda5d71d,"A miniature car with a squared top, tiered rear, and rounded edges.",8
7a67f510-ef28-4d9b-85c1-970bdda5d71d,"A compact four-wheeled vehicle with a blocky roof, layered sides, and recessed front section.",5
7a67f510-ef28-4d9b-85c1-970bdda5d71d,"Miniature car with a block-like roof, terraced rear, and smooth edges. The front features a recessed section while the top is squared. Horizontal lines define the sides, adding a textured appearance with prominent layering toward the rear section.",5
0e58d4e5-613f-487e-ad7e-ed9640773341,Compact car with a streamlined form.,4
0e58d4e5-613f-487e-ad7e-ed9640773341,Cars featuring angular edges and layered tiers.,8
0e58d4e5-613f-487e-ad7e-ed9640773341,"Vehicles with rectangular bodies, widened fronts, and tiered tops.",7
0e58d4e5-613f-487e-ad7e-ed9640773341,"Boxy cars with flat roofs, protruding front sections, and angular sides.",6
0e58d4e5-613f-487e-ad7e-ed9640773341,"Rectangular cars with tiered roofs, flat tops, and angular sides. The protruding front has blocky layers, and the rear tapers slightly.",2
82509409-afa0-45a5-8c12-e7e18e9455e8,Compact car with a streamlined form.,5
82509409-afa0-45a5-8c12-e7e18e9455e8,Cars featuring angular edges and layered tiers.,6
82509409-afa0-45a5-8c12-e7e18e9455e8,"Vehicles with rectangular bodies, widened fronts, and tiered tops.",13
82509409-afa0-45a5-8c12-e7e18e9455e8,"Boxy cars with flat roofs, protruding front sections, and angular sides.",42
82509409-afa0-45a5-8c12-e7e18e9455e8,"Rectangular cars with tiered roofs, flat tops, and angular sides. The protruding front has blocky layers, and the rear tapers slightly.",2
1fb66848-6cc7-4deb-9b40-e9564b0e35b0,Compact car with a rectangular body and rounded top.,0
1fb66848-6cc7-4deb-9b40-e9564b0e35b0,A small car featuring a curved top and rectangular form.,4
1fb66848-6cc7-4deb-9b40-e9564b0e35b0,"Car with a streamlined shape, rectangular base, and smooth curves on top.",2
1fb66848-6cc7-4deb-9b40-e9564b0e35b0,"A car with a rectangular base, rounded roof, compact front, and back assemblies.",6
1fb66848-6cc7-4deb-9b40-e9564b0e35b0,"A compact car featuring a slightly arched roof and a flat rectangular base. The front and back are symmetrical, with simple geometric contours, smoothly transitioning into each other.",7
c1c31ed8-28e3-4813-8174-5b123a3a574c,Compact car with a rectangular body and rounded top.,41
c1c31ed8-28e3-4813-8174-5b123a3a574c,A small car featuring a curved top and rectangular form.,1
c1c31ed8-28e3-4813-8174-5b123a3a574c,"Car with a streamlined shape, rectangular base, and smooth curves on top.",8
c1c31ed8-28e3-4813-8174-5b123a3a574c,"A car with a rectangular base, rounded roof, compact front, and back assemblies.",6
c1c31ed8-28e3-4813-8174-5b123a3a574c,"A compact car featuring a slightly arched roof and a flat rectangular base. The front and back are symmetrical, with simple geometric contours, smoothly transitioning into each other.",1
f0663e51-01aa-4f6e-9748-0c4977f20a78,Compact car with a boxy form and tiered surface.,4
f0663e51-01aa-4f6e-9748-0c4977f20a78,Rectangular car with staggered layers along roof and sides.,0
f0663e51-01aa-4f6e-9748-0c4977f20a78,"Box-shaped car featuring layered roof, angular windshield, distinct blocks at front.",0
f0663e51-01aa-4f6e-9748-0c4977f20a78,"Car with elevated rear roof, tiered surface, angular front, indented base.",19
f0663e51-01aa-4f6e-9748-0c4977f20a78,A rectangular car form with an elevated rear roof and a tiered surface. The car has an angular windshield and indented base. The squared blocks at the front create a distinct facade.,5
9c3ac345-e4fc-43f6-bc0f-f299d0caf26f,Compact car with a boxy form and tiered surface.,10
9c3ac345-e4fc-43f6-bc0f-f299d0caf26f,Rectangular car with staggered layers along roof and sides.,15
9c3ac345-e4fc-43f6-bc0f-f299d0caf26f,"Box-shaped car featuring layered roof, angular windshield, distinct blocks at front.",8
9c3ac345-e4fc-43f6-bc0f-f299d0caf26f,"Car with elevated rear roof, tiered surface, angular front, indented base.",6
9c3ac345-e4fc-43f6-bc0f-f299d0caf26f,A rectangular car form with an elevated rear roof and a tiered surface. The car has an angular windshield and indented base. The squared blocks at the front create a distinct facade.,7
4da54c1b-8767-42bf-8444-f262154baf3c,"Car with angular body, open roof, and stubby design.",3
4da54c1b-8767-42bf-8444-f262154baf3c,"Compact car featuring a boxy front, rear spoiler, and raised back.",4
4da54c1b-8767-42bf-8444-f262154baf3c,"Angular car design with open-top, squared hood and rear fin detail.",4
4da54c1b-8767-42bf-8444-f262154baf3c,"Box-shaped car with a flat hood, squared rear, and prominent central fin.",0
4da54c1b-8767-42bf-8444-f262154baf3c,"A compact car featuring a robust, block-like front and squared rear. The open-top design includes a central fin extending upwards, flanked by an expansive hood and slightly elevated back, creating a defined geometric presence.",4
426a37da-ad70-4379-8bac-9a5adfd3f2d1,Compact car with a blocky geometric form.,11
426a37da-ad70-4379-8bac-9a5adfd3f2d1,"A compact car featuring a layered, angular body with a boxy rear.",26
426a37da-ad70-4379-8bac-9a5adfd3f2d1,"Compact car with a segmented, stepped roof and tiered sides. The front and rear exhibit distinct rectangular shapes.",3
426a37da-ad70-4379-8bac-9a5adfd3f2d1,"The car's body is composed of tiered, angular shapes with a distinct rectangular rear section. The roof is slightly raised and uniformly aligned with the sides.",10
426a37da-ad70-4379-8bac-9a5adfd3f2d1,"Featuring a compact car with a blocky front, the body showcases tiered, angular shapes, a rectangular rear section, and stepped roof. The front protrudes slightly with intricate angular layers.",3
1cd2a3a6-58f2-40c3-b4b4-e53dba88a2ae,Compact car with a blocky geometric form.,9
1cd2a3a6-58f2-40c3-b4b4-e53dba88a2ae,"A compact car featuring a layered, angular body with a boxy rear.",2
1cd2a3a6-58f2-40c3-b4b4-e53dba88a2ae,"Compact car with a segmented, stepped roof and tiered sides. The front and rear exhibit distinct rectangular shapes.",7
1cd2a3a6-58f2-40c3-b4b4-e53dba88a2ae,"The car's body is composed of tiered, angular shapes with a distinct rectangular rear section. The roof is slightly raised and uniformly aligned with the sides.",2
1cd2a3a6-58f2-40c3-b4b4-e53dba88a2ae,"Featuring a compact car with a blocky front, the body showcases tiered, angular shapes, a rectangular rear section, and stepped roof. The front protrudes slightly with intricate angular layers.",7
b88692a7-3c99-440c-bee2-3714251bec01,Car with a rectangular and layered exterior.,9
b88692a7-3c99-440c-bee2-3714251bec01,Rectangular car design featuring multiple stacked geometric shapes.,4
b88692a7-3c99-440c-bee2-3714251bec01,The car exhibits a layered rectangular form with staggered elements.,1
b88692a7-3c99-440c-bee2-3714251bec01,"A car displaying a blocky structure with stepped, layered components forming the front and back.",6
b88692a7-3c99-440c-bee2-3714251bec01,"This car shows a rectangular base with layered front steps and rear, featuring a flat top and side panels composed of interlocking segments.",100
4ad249cf-31c0-4b41-a725-40f2aac39641,Car with a rectangular and layered exterior.,4
4ad249cf-31c0-4b41-a725-40f2aac39641,Rectangular car design featuring multiple stacked geometric shapes.,40
4ad249cf-31c0-4b41-a725-40f2aac39641,The car exhibits a layered rectangular form with staggered elements.,4
4ad249cf-31c0-4b41-a725-40f2aac39641,"A car displaying a blocky structure with stepped, layered components forming the front and back.",3
4ad249cf-31c0-4b41-a725-40f2aac39641,"This car shows a rectangular base with layered front steps and rear, featuring a flat top and side panels composed of interlocking segments.",3
c38a4f61-9e15-4ab6-b69f-db3cfc591bab,Compact car with a blocky rectangular shape and protrusions.,11
c38a4f61-9e15-4ab6-b69f-db3cfc591bab,Block-like car with layered rectangular sections and front-end detailing.,10
c38a4f61-9e15-4ab6-b69f-db3cfc591bab,"A small, rectangular car with jagged edges and cubic protrusions.",7
c38a4f61-9e15-4ab6-b69f-db3cfc591bab,"Rectangular car form with multiple block segments, layered top, and protruding front elements.",26
c38a4f61-9e15-4ab6-b69f-db3cfc591bab,"A compact car featuring a primarily rectangular body, layered block segments at the top. The front section is detailed with blocky protrusions, and the rear is flat. Edges are defined and uneven, giving a structured appearance.",9
d96e3ae2-a237-422c-bc40-ff1a86be4adb,Compact car with a blocky rectangular shape and protrusions.,6
d96e3ae2-a237-422c-bc40-ff1a86be4adb,Block-like car with layered rectangular sections and front-end detailing.,14
d96e3ae2-a237-422c-bc40-ff1a86be4adb,"A small, rectangular car with jagged edges and cubic protrusions.",7
d96e3ae2-a237-422c-bc40-ff1a86be4adb,"Rectangular car form with multiple block segments, layered top, and protruding front elements.",22
d96e3ae2-a237-422c-bc40-ff1a86be4adb,"A compact car featuring a primarily rectangular body, layered block segments at the top. The front section is detailed with blocky protrusions, and the rear is flat. Edges are defined and uneven, giving a structured appearance.",37
b1724404-633f-4f7b-9cec-003562079f19,Car with angular form and rectangular construction elements.,3
b1724404-633f-4f7b-9cec-003562079f19,"Vehicle composed of rectangular sections, featuring a boxy exterior shape.",6
b1724404-633f-4f7b-9cec-003562079f19,"Automobile exhibiting a flat top and stepped front sections, with a blocky aesthetic.",6
b1724404-633f-4f7b-9cec-003562079f19,"Four-wheeled car with a flat top, tiered front, and uniform geometric panels. The rear extends slightly beyond the base, adding subtle dimension.",0
b1724404-633f-4f7b-9cec-003562079f19,"A car with rectangular panels, featuring a flat roof and two-step front end. The angular body includes consistent, layered block arrangement, with a longer rear section that complements its squared, compact appearance.",1
e6d233d4-c5d9-4326-9f2f-a537a5cbe474,Car with angular form and rectangular construction elements.,6
e6d233d4-c5d9-4326-9f2f-a537a5cbe474,"Vehicle composed of rectangular sections, featuring a boxy exterior shape.",8
e6d233d4-c5d9-4326-9f2f-a537a5cbe474,"Automobile exhibiting a flat top and stepped front sections, with a blocky aesthetic.",6
e6d233d4-c5d9-4326-9f2f-a537a5cbe474,"Four-wheeled car with a flat top, tiered front, and uniform geometric panels. The rear extends slightly beyond the base, adding subtle dimension.",1
e6d233d4-c5d9-4326-9f2f-a537a5cbe474,"A car with rectangular panels, featuring a flat roof and two-step front end. The angular body includes consistent, layered block arrangement, with a longer rear section that complements its squared, compact appearance.",1
3636b386-39e7-49bb-aa5d-49d205aa4eb5,Compact car with stepped contours and angular features.,12
3636b386-39e7-49bb-aa5d-49d205aa4eb5,The vehicle features a boxy form with a flat roof and staggered sections.,5
3636b386-39e7-49bb-aa5d-49d205aa4eb5,This car has a rectangular body with a segmented top surface and layered front and rear sections.,12
3636b386-39e7-49bb-aa5d-49d205aa4eb5,"A vehicle with a blocky silhouette, multiple tiers on the roofline, and angular edges. The front and rear have distinct stepped layers.",7
3636b386-39e7-49bb-aa5d-49d205aa4eb5,"The car consists of a cuboid shape, with a flat roof and tiered sections on the top. The front and rear are built with staggered steps, giving the car a layered exterior.",4
d30a3278-30d2-4908-b24e-469534ddef1f,Compact car with stepped contours and angular features.,2
d30a3278-30d2-4908-b24e-469534ddef1f,The vehicle features a boxy form with a flat roof and staggered sections.,4
d30a3278-30d2-4908-b24e-469534ddef1f,This car has a rectangular body with a segmented top surface and layered front and rear sections.,2
d30a3278-30d2-4908-b24e-469534ddef1f,"A vehicle with a blocky silhouette, multiple tiers on the roofline, and angular edges. The front and rear have distinct stepped layers.",2
d30a3278-30d2-4908-b24e-469534ddef1f,"The car consists of a cuboid shape, with a flat roof and tiered sections on the top. The front and rear are built with staggered steps, giving the car a layered exterior.",12
01ee8ee3-df71-47c6-8bbb-d36cd6bddcd4,"A car with a blocky, elongated shape.",8
01ee8ee3-df71-47c6-8bbb-d36cd6bddcd4,An elongated car with layered geometric surfaces and tiered contours.,2
01ee8ee3-df71-47c6-8bbb-d36cd6bddcd4,"Car featuring a rectangular cabin, stacked layers, and angular outlines.",4
01ee8ee3-df71-47c6-8bbb-d36cd6bddcd4,"The car possesses a rectangular cabin atop a tapered body with layered tiers leading to blunt, rectangular front and rear sections.",16
01ee8ee3-df71-47c6-8bbb-d36cd6bddcd4,"A rectangular car body with a layered cabin structure, featuring a prominent rear section. The vehicle has an elongated, angular form with multiple stacked tiers, giving a stepped appearance towards the roof. The front and rear sections are defined by blunt, rectangular extensions.",5
c84411a8-5587-4d45-86cb-135f769e7453,"A car with a blocky, elongated shape.",5
c84411a8-5587-4d45-86cb-135f769e7453,An elongated car with layered geometric surfaces and tiered contours.,26
c84411a8-5587-4d45-86cb-135f769e7453,"Car featuring a rectangular cabin, stacked layers, and angular outlines.",6
c84411a8-5587-4d45-86cb-135f769e7453,"The car possesses a rectangular cabin atop a tapered body with layered tiers leading to blunt, rectangular front and rear sections.",13
c84411a8-5587-4d45-86cb-135f769e7453,"A rectangular car body with a layered cabin structure, featuring a prominent rear section. The vehicle has an elongated, angular form with multiple stacked tiers, giving a stepped appearance towards the roof. The front and rear sections are defined by blunt, rectangular extensions.",6
1378929a-c546-4602-81ce-ec61e010eb5c,A rectangular vehicle with a blocky silhouette.,0
1378929a-c546-4602-81ce-ec61e010eb5c,A cuboid car with tiered layers and geometric edges.,6
1378929a-c546-4602-81ce-ec61e010eb5c,Compact car featuring a stepped front section and raised rear.,3
1378929a-c546-4602-81ce-ec61e010eb5c,"Vehicle with rectangular form, layered front, elevated top, and defined edges.",7
1378929a-c546-4602-81ce-ec61e010eb5c,"A compact brick-like car featuring a cuboid body with layered front, elevated rear, and distinct geometric contours, emphasizing a blocky silhouette and structural hierarchy.",13
3923273c-d5f9-4964-98f1-d1f98ea1a728,A rectangular vehicle with a blocky silhouette.,24
3923273c-d5f9-4964-98f1-d1f98ea1a728,A cuboid car with tiered layers and geometric edges.,11
3923273c-d5f9-4964-98f1-d1f98ea1a728,Compact car featuring a stepped front section and raised rear.,100
3923273c-d5f9-4964-98f1-d1f98ea1a728,"Vehicle with rectangular form, layered front, elevated top, and defined edges.",3
3923273c-d5f9-4964-98f1-d1f98ea1a728,"A compact brick-like car featuring a cuboid body with layered front, elevated rear, and distinct geometric contours, emphasizing a blocky silhouette and structural hierarchy.",7
8fb28e0c-328a-45aa-8047-af205252e74b,Compact car with a distinctive angular shape.,1
8fb28e0c-328a-45aa-8047-af205252e74b,"Angular car, compact size, sloped front, recessed sides.",0
8fb28e0c-328a-45aa-8047-af205252e74b,"Compact angular car with sloped front, recessed side details, blocky rear.",5
8fb28e0c-328a-45aa-8047-af205252e74b,"Angular car, compact structure with a sloped rectangular front, inset side detailing, and a boxy rear section.",4
8fb28e0c-328a-45aa-8047-af205252e74b,"A compact angular car featuring a sloped front with a layered grille-like pattern, recessed side detailing leading to a boxy rear, and a smooth, flat roof with subtly raised sections for added detail.",3
4a512b01-869f-4dad-91b9-0b2aee3d5c17,Compact car with a distinctive angular shape.,10
4a512b01-869f-4dad-91b9-0b2aee3d5c17,"Angular car, compact size, sloped front, recessed sides.",0
4a512b01-869f-4dad-91b9-0b2aee3d5c17,"Compact angular car with sloped front, recessed side details, blocky rear.",3
4a512b01-869f-4dad-91b9-0b2aee3d5c17,"Angular car, compact structure with a sloped rectangular front, inset side detailing, and a boxy rear section.",1
4a512b01-869f-4dad-91b9-0b2aee3d5c17,"A compact angular car featuring a sloped front with a layered grille-like pattern, recessed side detailing leading to a boxy rear, and a smooth, flat roof with subtly raised sections for added detail.",1
43cea080-cd6d-4a48-a9a1-307e008fb43b,Simple car with blocky body and angular lines.,3
43cea080-cd6d-4a48-a9a1-307e008fb43b,Rectangular car shape with a flat top and angled front.,3
43cea080-cd6d-4a48-a9a1-307e008fb43b,"Car form, flat horizontal surface, rectangular sides, stepped rear.",2
43cea080-cd6d-4a48-a9a1-307e008fb43b,"Boxy car with a horizontal body, angular front, and distinct stepped roofline.",1
43cea080-cd6d-4a48-a9a1-307e008fb43b,"A car with a rectangular base and elevated rear. The front is angular with a stepped roof leading to a flat surface. The sides are smooth, with a uniform pattern. Elevated sections at the rear create a stepped appearance, providing a geometric contrast to the otherwise flat surfaces.",7
121b4402-0733-41f4-a9e5-69ef840d1636,Simple car with blocky body and angular lines.,9
121b4402-0733-41f4-a9e5-69ef840d1636,Rectangular car shape with a flat top and angled front.,2
121b4402-0733-41f4-a9e5-69ef840d1636,"Car form, flat horizontal surface, rectangular sides, stepped rear.",14
121b4402-0733-41f4-a9e5-69ef840d1636,"Boxy car with a horizontal body, angular front, and distinct stepped roofline.",6
121b4402-0733-41f4-a9e5-69ef840d1636,"A car with a rectangular base and elevated rear. The front is angular with a stepped roof leading to a flat surface. The sides are smooth, with a uniform pattern. Elevated sections at the rear create a stepped appearance, providing a geometric contrast to the otherwise flat surfaces.",2
797d34c5-5516-45ee-baef-10439b5b51c6,"Car with a blocky, rectangular body and distinct layers.",15
797d34c5-5516-45ee-baef-10439b5b51c6,Boxy car shape featuring tiered layers and rectangular protrusions.,4
797d34c5-5516-45ee-baef-10439b5b51c6,"Compact car form with layered sections, rounded front, and rectangular rear.",2
797d34c5-5516-45ee-baef-10439b5b51c6,"Car structure with tiered, block-like layers, rounded hood, and squared trunk. Protruding elements form small vertical surfaces along each side.",37
797d34c5-5516-45ee-baef-10439b5b51c6,"Blocky car with a front-to-back slope, rounded front, and squared rear. Stacked layers form the core, with small vertical rectangular extensions on the sides.",19
fb33c9ed-51a5-4e7d-b2fc-bc01bda76423,"Car with a blocky, rectangular body and distinct layers.",0
fb33c9ed-51a5-4e7d-b2fc-bc01bda76423,Boxy car shape featuring tiered layers and rectangular protrusions.,0
fb33c9ed-51a5-4e7d-b2fc-bc01bda76423,"Compact car form with layered sections, rounded front, and rectangular rear.",8
fb33c9ed-51a5-4e7d-b2fc-bc01bda76423,"Car structure with tiered, block-like layers, rounded hood, and squared trunk. Protruding elements form small vertical surfaces along each side.",6
fb33c9ed-51a5-4e7d-b2fc-bc01bda76423,"Blocky car with a front-to-back slope, rounded front, and squared rear. Stacked layers form the core, with small vertical rectangular extensions on the sides.",20
521ed1ce-ea4e-4059-acf6-b948e4219a76,Compact toy car with angular features and a hollow interior.,9
521ed1ce-ea4e-4059-acf6-b948e4219a76,Rectangular car form with a flat top and stepped rear.,10
521ed1ce-ea4e-4059-acf6-b948e4219a76,"Basic car shape with blocky, angular sections and a recessed front.",5
521ed1ce-ea4e-4059-acf6-b948e4219a76,"Toy car with a hollow front, tiered rear section, and rectangle form. The top is flat with a slight overhang at the back.",8
521ed1ce-ea4e-4059-acf6-b948e4219a76,"A small car structure featuring a rectangular body with a flat top and hollow front. The rear is stacked in a stepped fashion, while the sides have evenly spaced protrusions. The overall layout is compact and angular.",4
933f9f54-1d83-45ed-9045-c096583b40c4,Compact toy car with angular features and a hollow interior.,6
933f9f54-1d83-45ed-9045-c096583b40c4,Rectangular car form with a flat top and stepped rear.,2
933f9f54-1d83-45ed-9045-c096583b40c4,"Basic car shape with blocky, angular sections and a recessed front.",2
933f9f54-1d83-45ed-9045-c096583b40c4,"Toy car with a hollow front, tiered rear section, and rectangle form. The top is flat with a slight overhang at the back.",0
933f9f54-1d83-45ed-9045-c096583b40c4,"A small car structure featuring a rectangular body with a flat top and hollow front. The rear is stacked in a stepped fashion, while the sides have evenly spaced protrusions. The overall layout is compact and angular.",2
7bce46c9-ef7b-4ea7-84fe-df8571a41821,Car with blocky exterior and geometric styling.,6
7bce46c9-ef7b-4ea7-84fe-df8571a41821,Compact car featuring layered edges and rectangular contours.,3
7bce46c9-ef7b-4ea7-84fe-df8571a41821,"Car with elevated roof, angular rear, and stepped front end.",5
7bce46c9-ef7b-4ea7-84fe-df8571a41821,"Car exhibiting a rectangular, tiered rooftop with angular side sections and a prominent front.",8
7bce46c9-ef7b-4ea7-84fe-df8571a41821,"A car with a blocky, horizontal body structure. It has an elevated, multi-tiered roof and distinct, stepped sections at the front and rear. Rectangular side elements give it a defined profile, and the rear features a slightly raised and angular surface.",12
83244421-9c8d-4cd8-a1f0-ae2495138545,Car with blocky exterior and geometric styling.,13
83244421-9c8d-4cd8-a1f0-ae2495138545,Compact car featuring layered edges and rectangular contours.,1
83244421-9c8d-4cd8-a1f0-ae2495138545,"Car with elevated roof, angular rear, and stepped front end.",0
83244421-9c8d-4cd8-a1f0-ae2495138545,"Car exhibiting a rectangular, tiered rooftop with angular side sections and a prominent front.",8
83244421-9c8d-4cd8-a1f0-ae2495138545,"A car with a blocky, horizontal body structure. It has an elevated, multi-tiered roof and distinct, stepped sections at the front and rear. Rectangular side elements give it a defined profile, and the rear features a slightly raised and angular surface.",11
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,Car with blocky form and angular contours.,6
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,Compact car body with distinct angular edges and tiered layers.,2
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,"Rectangular car structure, angular roof, layered midsection, and blocky sides.",4
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,"Block-formed car with tiered roofline, angular hood, and squared-off rear.",7
dcc5e23e-fa1a-4eab-b6c2-53684cb100dd,"A car featuring a blocky, rectangular shape with defined angular edges. The roof forms a tiered design, complemented by a flat hood and squared-off rear. The sides present a layered, stepped appearance, creating a distinct geometric composition.",4
49c86982-7152-4d33-97fd-f826e6110df4,Car with blocky form and angular contours.,7
49c86982-7152-4d33-97fd-f826e6110df4,Compact car body with distinct angular edges and tiered layers.,7
49c86982-7152-4d33-97fd-f826e6110df4,"Rectangular car structure, angular roof, layered midsection, and blocky sides.",19
49c86982-7152-4d33-97fd-f826e6110df4,"Block-formed car with tiered roofline, angular hood, and squared-off rear.",33
49c86982-7152-4d33-97fd-f826e6110df4,"A car featuring a blocky, rectangular shape with defined angular edges. The roof forms a tiered design, complemented by a flat hood and squared-off rear. The sides present a layered, stepped appearance, creating a distinct geometric composition.",0
a7b7a984-5478-48f1-8edf-dd13176c8d27,"Compact car with tiered, blocky features and curved edges.",1
a7b7a984-5478-48f1-8edf-dd13176c8d27,Rectangular car featuring stepped layers and rounded front contours.,4
