structure_id,prompt,collision,already_rejected
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"A miniature vehicle with a square-like body, sloped sides, and distinct block protrusions.",2,35
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"Toy car with a flat, rectangular top, angled front and rear sections, and blocky protruding details on its sides and top.",3,46
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"This toy car exhibits a rectangular body, with a flat top and sides extending outward near the base. Its front slopes slightly, incorporating squared elements, while the rear features a blocky, recessed section. Protrusions along the side add a defined texture to the otherwise smooth, angled car frame.",5,36
1c5daef4-51a0-4b2f-881b-eb4c230224fd,Compact toy vehicle with blocky contours and angled facets.,7,111
1c5daef4-51a0-4b2f-881b-eb4c230224fd,"Small car featuring angular edges, a flat top, and protruding elements.",57,168
1c5daef4-51a0-4b2f-881b-eb4c230224fd,"A miniature vehicle with a square-like body, sloped sides, and distinct block protrusions.",10,67
1c5daef4-51a0-4b2f-881b-eb4c230224fd,"Toy car with a flat, rectangular top, angled front and rear sections, and blocky protruding details on its sides and top.",110,191
1c5daef4-51a0-4b2f-881b-eb4c230224fd,"This toy car exhibits a rectangular body, with a flat top and sides extending outward near the base. Its front slopes slightly, incorporating squared elements, while the rear features a blocky, recessed section. Protrusions along the side add a defined texture to the otherwise smooth, angled car frame.",3,11
40f5bca7-b2b3-4e7f-82b8-7ab6b13bc811,"Compact car with a smooth, streamlined shape.",135,348
40f5bca7-b2b3-4e7f-82b8-7ab6b13bc811,Minimized car form with rounded edges and a sloping top.,16,168
40f5bca7-b2b3-4e7f-82b8-7ab6b13bc811,"Small car featuring a tapered front, low-profile roof, and rounded corners.",4,2
40f5bca7-b2b3-4e7f-82b8-7ab6b13bc811,"Aerodynamic car with a gently curved front, flat roof, and rounded rear. The sides are flush with the body, integrating seamlessly into the overall shape.",28,39
40f5bca7-b2b3-4e7f-82b8-7ab6b13bc811,"A compact car with a rounded front and slightly sloped hood. The roof is flat and low, smoothly transitioning into the rounded rear. The sides are aligned with the overall streamlined form, ensuring minimal protrusions.",46,177
585fe012-b374-425c-b64a-101b07194ca5,"Compact car with a smooth, streamlined shape.",14,76
585fe012-b374-425c-b64a-101b07194ca5,Minimized car form with rounded edges and a sloping top.,25,16
585fe012-b374-425c-b64a-101b07194ca5,"Small car featuring a tapered front, low-profile roof, and rounded corners.",129,496
585fe012-b374-425c-b64a-101b07194ca5,"Aerodynamic car with a gently curved front, flat roof, and rounded rear. The sides are flush with the body, integrating seamlessly into the overall shape.",3,33,1
585fe012-b374-425c-b64a-101b07194ca5,"A compact car with a rounded front and slightly sloped hood. The roof is flat and low, smoothly transitioning into the rounded rear. The sides are aligned with the overall streamlined form, ensuring minimal protrusions.",37,85
72024af3-4679-44a1-814d-f2b0f4779f22,Compact car featuring angular contours and layered components.,23,78
72024af3-4679-44a1-814d-f2b0f4779f22,"Rectangular car with tiered, block-like sections and curved edges.",12,59
72024af3-4679-44a1-814d-f2b0f4779f22,"Car with a defined, layered roof and symmetrical, block-shaped body structure.",20,185
72024af3-4679-44a1-814d-f2b0f4779f22,"Vehicle comprising a stepped roof, rounded front, and rectangular rear arrangement, with uniform block-shaped sides.",34,188
72024af3-4679-44a1-814d-f2b0f4779f22,"The car features a pronounced, elevated roof section with layered blocks forming a sleek outline. The front end displays a smooth curve, contrasting with its rectangular rear. The sides are uniformly structured with evenly distributed, block-shaped components, giving it a cohesive, geometric form.",11,133
a1690bdb-c2ad-46c4-afba-80568bb73874,Compact car featuring angular contours and layered components.,5,1
a1690bdb-c2ad-46c4-afba-80568bb73874,"Rectangular car with tiered, block-like sections and curved edges.",8,62,2
a1690bdb-c2ad-46c4-afba-80568bb73874,"Car with a defined, layered roof and symmetrical, block-shaped body structure.",282,1276
a1690bdb-c2ad-46c4-afba-80568bb73874,"Vehicle comprising a stepped roof, rounded front, and rectangular rear arrangement, with uniform block-shaped sides.",25,47
a1690bdb-c2ad-46c4-afba-80568bb73874,"The car features a pronounced, elevated roof section with layered blocks forming a sleek outline. The front end displays a smooth curve, contrasting with its rectangular rear. The sides are uniformly structured with evenly distributed, block-shaped components, giving it a cohesive, geometric form.",34,92
99d5c2d5-a636-4f97-bb87-b4ece9541559,Compact car with tiered sections and protruding elements.,31,108
99d5c2d5-a636-4f97-bb87-b4ece9541559,Vehicle structure showcasing layered sections and defined edges.,11,28
99d5c2d5-a636-4f97-bb87-b4ece9541559,"Automobile form featuring tiered body, angular contours, and front protrusions.",2,8,21
99d5c2d5-a636-4f97-bb87-b4ece9541559,"Four-wheeled vehicle with a rectangular body, layered top, and angular protruding front elements.",12,212
99d5c2d5-a636-4f97-bb87-b4ece9541559,"A compact car with a rectangular body, featuring a layered top that tapers towards the rear. The front includes angular, tiered protrusions, while the sides are marked by distinctly stacked layers providing a structured, cohesive form.",110,404,3
bbebbe26-dd6b-48a9-9593-a1a8bae57264,Compact car with tiered sections and protruding elements.,44,199
bbebbe26-dd6b-48a9-9593-a1a8bae57264,Vehicle structure showcasing layered sections and defined edges.,205,377,1
bbebbe26-dd6b-48a9-9593-a1a8bae57264,"Automobile form featuring tiered body, angular contours, and front protrusions.",31,265,1
bbebbe26-dd6b-48a9-9593-a1a8bae57264,"Four-wheeled vehicle with a rectangular body, layered top, and angular protruding front elements.",22,53
bbebbe26-dd6b-48a9-9593-a1a8bae57264,"A compact car with a rectangular body, featuring a layered top that tapers towards the rear. The front includes angular, tiered protrusions, while the sides are marked by distinctly stacked layers providing a structured, cohesive form.",24,202
c3c91039-8fbc-4cae-b255-e5cbfe53efad,Compact car with angular edges and layered surfaces.,11,9
c3c91039-8fbc-4cae-b255-e5cbfe53efad,Compact vehicle featuring a boxy silhouette with tiered horizontal layers.,33,82
c3c91039-8fbc-4cae-b255-e5cbfe53efad,"Small automobile with a blocky form, angled front and rear, and a layered top.",6,34
c3c91039-8fbc-4cae-b255-e5cbfe53efad,"Boxy car structure with a distinctly flat roof, angular front, and tiered rear. The car sits low to the surface.",15,117
c3c91039-8fbc-4cae-b255-e5cbfe53efad,"A rectangular car with tiered surfaces. The front is slightly inclined, the roof is flat, and the rear displays a layered assembly. The side panels gradually taper from the top down, providing a cohesive low-profile appearance.",32,166,1
582b2000-a5dd-4b76-83d0-3da83620cc35,Compact car with angular edges and layered surfaces.,15,92
582b2000-a5dd-4b76-83d0-3da83620cc35,Compact vehicle featuring a boxy silhouette with tiered horizontal layers.,12,28
582b2000-a5dd-4b76-83d0-3da83620cc35,"Small automobile with a blocky form, angled front and rear, and a layered top.",21,71
582b2000-a5dd-4b76-83d0-3da83620cc35,"Boxy car structure with a distinctly flat roof, angular front, and tiered rear. The car sits low to the surface.",51,214
582b2000-a5dd-4b76-83d0-3da83620cc35,"A rectangular car with tiered surfaces. The front is slightly inclined, the roof is flat, and the rear displays a layered assembly. The side panels gradually taper from the top down, providing a cohesive low-profile appearance.",139,512,1,7
d6ff0c1c-ac69-409a-8060-b22b0d4f1fea,"Car with elongated, rectangular form and layered features.",59,377,1
d6ff0c1c-ac69-409a-8060-b22b0d4f1fea,Rectangular vehicle with a flat top and tiered construction.,91,439
d6ff0c1c-ac69-409a-8060-b22b0d4f1fea,"Long, boxy automobile with a stepped arrangement on its surface.",92,1,623
d6ff0c1c-ac69-409a-8060-b22b0d4f1fea,An elongated automotive shape with rectangular contours and multiple layered sections atop.,33,351
d6ff0c1c-ac69-409a-8060-b22b0d4f1fea,"Car with a rectangular body, flat top surface, and tiered details. The structure features straight edges, a two-tier roof design, and a defined front segment. The vehicle is about three times as long as it is wide.",20,224
49cf605c-aae3-4495-9bd6-59e7cd3269b8,Compact car with a blocky structure and smooth contours.,26,168
49cf605c-aae3-4495-9bd6-59e7cd3269b8,"Blocky car featuring a sloped front, ridged roof, and angled rear.",14,60
49cf605c-aae3-4495-9bd6-59e7cd3269b8,"Car with a square front, angled roof, flat sides, and a layered rear design.",19,121,1
49cf605c-aae3-4495-9bd6-59e7cd3269b8,"A car with a rectangular form, featuring a sloped front and ridged roof. The sides are flat and the rear incorporates angular bricks for added dimension.",9,14
49cf605c-aae3-4495-9bd6-59e7cd3269b8,"This car displays a blocky, rectangular form with a sloped front. The ridged roof extends towards the rear, where angular bricks create a layered effect. The flat sides add to the geometric appearance, emphasizing a balance between angled and smooth contours.",6,10
0cae9fb2-69e2-443c-b320-8cef1e69a444,Compact car with a blocky structure and smooth contours.,15,128
0cae9fb2-69e2-443c-b320-8cef1e69a444,"Blocky car featuring a sloped front, ridged roof, and angled rear.",6,19
0cae9fb2-69e2-443c-b320-8cef1e69a444,"Car with a square front, angled roof, flat sides, and a layered rear design."
0cae9fb2-69e2-443c-b320-8cef1e69a444,"A car with a rectangular form, featuring a sloped front and ridged roof. The sides are flat and the rear incorporates angular bricks for added dimension.",21,59
0cae9fb2-69e2-443c-b320-8cef1e69a444,"This car displays a blocky, rectangular form with a sloped front. The ridged roof extends towards the rear, where angular bricks create a layered effect. The flat sides add to the geometric appearance, emphasizing a balance between angled and smooth contours.",1
4f9d1e6a-334f-4e8c-845c-ea06ddc1141b,"Compact car with a smooth, rounded top.",31,23
4f9d1e6a-334f-4e8c-845c-ea06ddc1141b,"Boxy car form with a layered, curved roof and squared base.",15,31
4f9d1e6a-334f-4e8c-845c-ea06ddc1141b,Rectangular car body featuring a sloped top and layered brickwork defining the roof and sides.,45,335
4f9d1e6a-334f-4e8c-845c-ea06ddc1141b,"A vehicle with a low profile, its structure forming a horizontal rectangle. The roof subtly curves, composed of staggered, horizontal elements.",28,121
4f9d1e6a-334f-4e8c-845c-ea06ddc1141b,"A rectangular car shape, its base significantly wider than it is tall. The roof arches gently, crafted from several parallel layers. The rear section is squared, extending slightly beyond the back, while the front features a tiered, step-like formation.",18,56
7ee76a8c-9b9b-4905-a487-cce9d7c59039,"Compact car with a smooth, rounded top.",185,777
7ee76a8c-9b9b-4905-a487-cce9d7c59039,"Boxy car form with a layered, curved roof and squared base.",6,29
7ee76a8c-9b9b-4905-a487-cce9d7c59039,Rectangular car body featuring a sloped top and layered brickwork defining the roof and sides.,10,9
7ee76a8c-9b9b-4905-a487-cce9d7c59039,"A vehicle with a low profile, its structure forming a horizontal rectangle. The roof subtly curves, composed of staggered, horizontal elements.",75,255
7ee76a8c-9b9b-4905-a487-cce9d7c59039,"A rectangular car shape, its base significantly wider than it is tall. The roof arches gently, crafted from several parallel layers. The rear section is squared, extending slightly beyond the back, while the front features a tiered, step-like formation.",5,87,2
fd713700-2535-4f59-9761-d9f2498df382,"A vehicle with a blocky, rectangular shape.",32,114,1
fd713700-2535-4f59-9761-d9f2498df382,A rectangular vehicle featuring a flat top and distinct layers.,6,3
fd713700-2535-4f59-9761-d9f2498df382,"Blocky vehicle with tiered roof, rectangular windows, and layered structure.",28,111
fd713700-2535-4f59-9761-d9f2498df382,"Rectangular, multi-layered vehicle with a flat roof, small rectangular windows, and a stepped back end.",8,5
fd713700-2535-4f59-9761-d9f2498df382,"A rectangular vehicle with a stacked brick formation, featuring a flat roof, tiered front, and basic rectangular windows. The rear section has a stepped profile, and the sides are layered with evenly distributed horizontal alignments.",11,39
1c321ab7-5de9-4797-9fc1-182dcd1ecbb8,"A vehicle with a blocky, rectangular shape.",11,51
1c321ab7-5de9-4797-9fc1-182dcd1ecbb8,A rectangular vehicle featuring a flat top and distinct layers.,21,60
1c321ab7-5de9-4797-9fc1-182dcd1ecbb8,"Blocky vehicle with tiered roof, rectangular windows, and layered structure.",13,41
1c321ab7-5de9-4797-9fc1-182dcd1ecbb8,"Rectangular, multi-layered vehicle with a flat roof, small rectangular windows, and a stepped back end.",63,372,1
1c321ab7-5de9-4797-9fc1-182dcd1ecbb8,"A rectangular vehicle with a stacked brick formation, featuring a flat roof, tiered front, and basic rectangular windows. The rear section has a stepped profile, and the sides are layered with evenly distributed horizontal alignments.",1
5d60e25a-0d2c-4403-bca9-ec985e13b332,Compact car with angular body and layered roof.,91,389
5d60e25a-0d2c-4403-bca9-ec985e13b332,Compact vehicle featuring an angular design with a tiered roofline.,36,158
5d60e25a-0d2c-4403-bca9-ec985e13b332,"An angular vehicle with a stepped roof, rounded front, and defined edges.",56,155
5d60e25a-0d2c-4403-bca9-ec985e13b332,"Vehicle with a blocky, angular form, tiered roof panels, squared rear, and rounded front contours.",49,306
5d60e25a-0d2c-4403-bca9-ec985e13b332,"The car features an angular, blocky shape with distinct layers forming the roof. The rectangular rear contrasts the rounded front. The sides present slight indentations, creating a defined middle section.",27,83
12151b29-661f-4c56-814a-959a72627b1f,Compact car with angular body and layered roof.,47,239,1
12151b29-661f-4c56-814a-959a72627b1f,Compact vehicle featuring an angular design with a tiered roofline.,2
12151b29-661f-4c56-814a-959a72627b1f,"An angular vehicle with a stepped roof, rounded front, and defined edges.",14,72
12151b29-661f-4c56-814a-959a72627b1f,"Vehicle with a blocky, angular form, tiered roof panels, squared rear, and rounded front contours.",188,903,2
12151b29-661f-4c56-814a-959a72627b1f,"The car features an angular, blocky shape with distinct layers forming the roof. The rectangular rear contrasts the rounded front. The sides present slight indentations, creating a defined middle section.",9,23
4e98e4b9-a956-4109-a4dd-1f681e771694,Compact car with a boxy shape and defined edges.,56,291
4e98e4b9-a956-4109-a4dd-1f681e771694,Boxy car featuring distinct cubic forms with layered sections.,3,1
4e98e4b9-a956-4109-a4dd-1f681e771694,"Rectangular car with a tiered top, rounded front, and rear extensions.",118,458
4e98e4b9-a956-4109-a4dd-1f681e771694,"Car with a flat top, tiered sections, protruding front, and indented sides.",15,75,1
4e98e4b9-a956-4109-a4dd-1f681e771694,"A compact car with a stepped roof, cubic rear, squared front, and flat surfaces. The sides are indented with layered bricks creating a pattern. The front edge is slightly rounded, while the rear extends slightly outward.",75,176
64e9fbcf-c6a7-416f-b258-b80c74ad56d5,Compact car with a boxy shape and defined edges.,64,187
64e9fbcf-c6a7-416f-b258-b80c74ad56d5,Boxy car featuring distinct cubic forms with layered sections.,26,94
64e9fbcf-c6a7-416f-b258-b80c74ad56d5,"Rectangular car with a tiered top, rounded front, and rear extensions.",3,25
64e9fbcf-c6a7-416f-b258-b80c74ad56d5,"Car with a flat top, tiered sections, protruding front, and indented sides.",71,285
64e9fbcf-c6a7-416f-b258-b80c74ad56d5,"A compact car with a stepped roof, cubic rear, squared front, and flat surfaces. The sides are indented with layered bricks creating a pattern. The front edge is slightly rounded, while the rear extends slightly outward.",71,314
6154e8f9-849d-4fe6-ac69-ad9fa6393179,A compact car with defined contours and structured elevation.,43,206
6154e8f9-849d-4fe6-ac69-ad9fa6393179,A small vehicle with a rectangular base and elevated roof.,16,197
6154e8f9-849d-4fe6-ac69-ad9fa6393179,"A car featuring a stepped roof and distinct rectangular body, elevated front.",16,46
6154e8f9-849d-4fe6-ac69-ad9fa6393179,"Compact vehicle with contoured top, rectangular sides, elevated front corners, defined rear.",109,329
6154e8f9-849d-4fe6-ac69-ad9fa6393179,"A compact car with a rectangular body and contoured roof, where the front is elevated with sharp edges, and the rear smoothly descends into a defined, flat back surface.",1,310,61
7976a01a-36f9-4acc-8a36-caca141a9001,A compact car with defined contours and structured elevation.,15,43
7976a01a-36f9-4acc-8a36-caca141a9001,A small vehicle with a rectangular base and elevated roof.,283,796,1
7976a01a-36f9-4acc-8a36-caca141a9001,"A car featuring a stepped roof and distinct rectangular body, elevated front.",29,255
7976a01a-36f9-4acc-8a36-caca141a9001,"Compact vehicle with contoured top, rectangular sides, elevated front corners, defined rear.",27,174
7976a01a-36f9-4acc-8a36-caca141a9001,"A compact car with a rectangular body and contoured roof, where the front is elevated with sharp edges, and the rear smoothly descends into a defined, flat back surface.",10,86
84d6fd33-94b1-4eec-ba82-89ff375f9520,"Compact car with a boxy, geometric shape.",83,279,1
84d6fd33-94b1-4eec-ba82-89ff375f9520,Rectangular car with a flat top and layered sides.,23,187
84d6fd33-94b1-4eec-ba82-89ff375f9520,"Car featuring a stepped roof, squared front, and layered back.",6,50
84d6fd33-94b1-4eec-ba82-89ff375f9520,"The car has a rectangular form with a flat roof, a squared front end, and layered sides, with gradual steps leading to the rear.",5,4
84d6fd33-94b1-4eec-ba82-89ff375f9520,"This car exhibits a compact rectangular body with a distinct flat top, subtly stacked layers forming its sides. The front is squared with a gently sloping angle, and the rear consists of neat step-like formations creating a layered effect.",32,127
687c70b3-c3da-4a54-a426-511966e12b63,"Compact car with a boxy, geometric shape.",22,122,1
687c70b3-c3da-4a54-a426-511966e12b63,Rectangular car with a flat top and layered sides.,20,25
687c70b3-c3da-4a54-a426-511966e12b63,"Car featuring a stepped roof, squared front, and layered back.",31,88
687c70b3-c3da-4a54-a426-511966e12b63,"The car has a rectangular form with a flat roof, a squared front end, and layered sides, with gradual steps leading to the rear.",40,266
687c70b3-c3da-4a54-a426-511966e12b63,"This car exhibits a compact rectangular body with a distinct flat top, subtly stacked layers forming its sides. The front is squared with a gently sloping angle, and the rear consists of neat step-like formations creating a layered effect.",85,254,1
d77a79ad-dee9-4f50-bdb4-f9adf5556fd1,Compact vehicle shape with layered contours and rounded edges.,28,34,1
d77a79ad-dee9-4f50-bdb4-f9adf5556fd1,Solid car form with notable curvature and block-based exterior layers.,652,1627
d77a79ad-dee9-4f50-bdb4-f9adf5556fd1,"Car structure features rounded corners and a tiered, layered composition.",1,2
d77a79ad-dee9-4f50-bdb4-f9adf5556fd1,"The car displays a rounded front, stepped roof profile, and tiered rear segments.",1
d77a79ad-dee9-4f50-bdb4-f9adf5556fd1,"This car has a prominent curved front, tiered top, enclosed wheel wells, and rear blocks creating a stacked appearance. The body features layered contours throughout, emphasizing a cohesive, compact design.",25,119,1
295ff59a-ad2d-41ea-99db-f793ea596e18,Compact vehicle shape with layered contours and rounded edges.,28,114
295ff59a-ad2d-41ea-99db-f793ea596e18,Solid car form with notable curvature and block-based exterior layers.,33,151
295ff59a-ad2d-41ea-99db-f793ea596e18,"Car structure features rounded corners and a tiered, layered composition.",20,23
295ff59a-ad2d-41ea-99db-f793ea596e18,"The car displays a rounded front, stepped roof profile, and tiered rear segments.",21,89
295ff59a-ad2d-41ea-99db-f793ea596e18,"This car has a prominent curved front, tiered top, enclosed wheel wells, and rear blocks creating a stacked appearance. The body features layered contours throughout, emphasizing a cohesive, compact design.",95,618
9471b193-5904-4d73-9bd8-c615c6485b41,"Car with a compact, boxy shape and angular details.",103,348
9471b193-5904-4d73-9bd8-c615c6485b41,Box-like car featuring tiered horizontal layers and stepped surfaces.,1
9471b193-5904-4d73-9bd8-c615c6485b41,"Blocky car structure with rectangular base, terraced roof, and angular front.",19,86
9471b193-5904-4d73-9bd8-c615c6485b41,"Angular car with symmetrical, stacked sections forming a layered exterior and rectangular hollow spaces at the base for wheels.",20,110
9471b193-5904-4d73-9bd8-c615c6485b41,"A compact car with a tiered, rectangular body. The roof is terraced and the base has angular cuts for wheel placement. The front is defined by stepped contours, giving a geometric, angular appearance throughout, emphasizing its balanced, block-like form.",8,3
192b39dd-c2c1-429d-9c6e-d69759366658,"Car with a compact, boxy shape and angular details.",33,124
192b39dd-c2c1-429d-9c6e-d69759366658,Box-like car featuring tiered horizontal layers and stepped surfaces.,7,18
192b39dd-c2c1-429d-9c6e-d69759366658,"Blocky car structure with rectangular base, terraced roof, and angular front."
192b39dd-c2c1-429d-9c6e-d69759366658,"Angular car with symmetrical, stacked sections forming a layered exterior and rectangular hollow spaces at the base for wheels.",155,945
192b39dd-c2c1-429d-9c6e-d69759366658,"A compact car with a tiered, rectangular body. The roof is terraced and the base has angular cuts for wheel placement. The front is defined by stepped contours, giving a geometric, angular appearance throughout, emphasizing its balanced, block-like form.",1
7d6eabb9-dafb-4369-9d08-15d452a75d16,Compact car with simplified geometric shape.,18,76
7d6eabb9-dafb-4369-9d08-15d452a75d16,Boxy car featuring a prominent frontal section.,27,182
7d6eabb9-dafb-4369-9d08-15d452a75d16,Car with a raised rear section and a flat top.,25,112
7d6eabb9-dafb-4369-9d08-15d452a75d16,Rectangular car body with tiered roof and protruding front.,12,160
7d6eabb9-dafb-4369-9d08-15d452a75d16,"A car with a rectangular body, featuring a tiered roof composed of three steps. The roof is flat and aligns with the blocky structure of the vehicle. The front section prominently protrudes forward, adding dimension to the otherwise uniform, geometric form.",14,75
2f484421-10b7-4305-b825-ac004d6fe740,Compact car with simplified geometric shape.,32,193,1
2f484421-10b7-4305-b825-ac004d6fe740,Boxy car featuring a prominent frontal section.,170,760,2
2f484421-10b7-4305-b825-ac004d6fe740,Car with a raised rear section and a flat top.,19,185
2f484421-10b7-4305-b825-ac004d6fe740,Rectangular car body with tiered roof and protruding front.,56,335
2f484421-10b7-4305-b825-ac004d6fe740,"A car with a rectangular body, featuring a tiered roof composed of three steps. The roof is flat and aligns with the blocky structure of the vehicle. The front section prominently protrudes forward, adding dimension to the otherwise uniform, geometric form.",159,916
3c0183b7-f429-4328-8c8a-f39d6859b803,Compact car with layered steps and rectangular base.,3,6
3c0183b7-f429-4328-8c8a-f39d6859b803,Compact automobile featuring a blocky layout and stepped top surface.,23,42
3c0183b7-f429-4328-8c8a-f39d6859b803,"Cube-like vehicle with a tiered top and a flat, rectangular base.",24,128
3c0183b7-f429-4328-8c8a-f39d6859b803,"The vehicle displays a tiered top section and is underpinned by a rectangular base. Protruding sections form the top’s geometric layers, and the rear features a slightly raised section.",29,111,1
3c0183b7-f429-4328-8c8a-f39d6859b803,"A compact car with a blocky, angular design. The geometric structure consists of tiered steps on the upper surface and a flat rectangular base. The front slopes gently, while the rear is characterized by a raised platform. Protruding sections serve as distinct layers in the car's profile.",9,27
76d238e3-3c92-4cda-afa8-99398ce12fbb,Compact car with layered steps and rectangular base.,176,640
76d238e3-3c92-4cda-afa8-99398ce12fbb,Compact automobile featuring a blocky layout and stepped top surface.,69,692
76d238e3-3c92-4cda-afa8-99398ce12fbb,"Cube-like vehicle with a tiered top and a flat, rectangular base.",30,361
76d238e3-3c92-4cda-afa8-99398ce12fbb,"The vehicle displays a tiered top section and is underpinned by a rectangular base. Protruding sections form the top’s geometric layers, and the rear features a slightly raised section.",8,21
76d238e3-3c92-4cda-afa8-99398ce12fbb,"A compact car with a blocky, angular design. The geometric structure consists of tiered steps on the upper surface and a flat rectangular base. The front slopes gently, while the rear is characterized by a raised platform. Protruding sections serve as distinct layers in the car's profile.",16,196
2f68b871-83c7-45f0-b699-380d93e00841,Compact car with a smooth outline and blocky form.,12,35
2f68b871-83c7-45f0-b699-380d93e00841,Car shape showcasing a rounded top and a flat base.,79,201
2f68b871-83c7-45f0-b699-380d93e00841,Car featuring a domed roof and angular front and rear sections.,33,129
2f68b871-83c7-45f0-b699-380d93e00841,"The car's structure includes a sloped hood, raised rear, and tiered roof.",62,178,1,1
2f68b871-83c7-45f0-b699-380d93e00841,"Car with a rounded roof, sloped hood, pronounced rear elevation, and tiered sections.",23,110
776d764b-22cb-452f-8556-9764cd962750,Compact car with a smooth outline and blocky form.,8,14
776d764b-22cb-452f-8556-9764cd962750,Car shape showcasing a rounded top and a flat base.,211,1024,1
776d764b-22cb-452f-8556-9764cd962750,Car featuring a domed roof and angular front and rear sections.,8,30
776d764b-22cb-452f-8556-9764cd962750,"The car's structure includes a sloped hood, raised rear, and tiered roof.",23,29
776d764b-22cb-452f-8556-9764cd962750,"Car with a rounded roof, sloped hood, pronounced rear elevation, and tiered sections.",40,370,1
b84bb16b-a890-46e7-bb7a-ee0a2ff15077,"Compact car with an angular, layered exterior.",40,205
b84bb16b-a890-46e7-bb7a-ee0a2ff15077,Boxy car featuring tiered surfaces and a sloped front.,32,61
b84bb16b-a890-46e7-bb7a-ee0a2ff15077,"A car with a rectangular body, layered top, and protruding front section.",31,126,1
b84bb16b-a890-46e7-bb7a-ee0a2ff15077,"Car with a rectangular body, tiered top surface, and a slightly elevated hood area; rear section is neatly squared with minimal overhang.",19,68
b84bb16b-a890-46e7-bb7a-ee0a2ff15077,"The car has a rectangular, tiered form with a layered top, gently sloping hood, and squared rear. The front features a defined edge, while the back end is compact. Each side is box-like with block-like accents creating a subtle angular detail.",25,95
bae348b2-f28f-45b5-8eba-01016aceeda2,"Compact car with an angular, layered exterior.",8
bae348b2-f28f-45b5-8eba-01016aceeda2,Boxy car featuring tiered surfaces and a sloped front.,11,31
bae348b2-f28f-45b5-8eba-01016aceeda2,"A car with a rectangular body, layered top, and protruding front section.",51,151,3
bae348b2-f28f-45b5-8eba-01016aceeda2,"Car with a rectangular body, tiered top surface, and a slightly elevated hood area; rear section is neatly squared with minimal overhang.",3,5
bae348b2-f28f-45b5-8eba-01016aceeda2,"The car has a rectangular, tiered form with a layered top, gently sloping hood, and squared rear. The front features a defined edge, while the back end is compact. Each side is box-like with block-like accents creating a subtle angular detail.",42,70
baf3af05-5476-4b70-a6d2-c36730a2d997,Compact vehicle with a blocky and angular structure.,32,40
baf3af05-5476-4b70-a6d2-c36730a2d997,Boxy car with a layered body and rectangular front.,61,514
baf3af05-5476-4b70-a6d2-c36730a2d997,Angular automotive form with a stepped roof and squared corners.,42,253
baf3af05-5476-4b70-a6d2-c36730a2d997,"Geometric car with a tiered roofline, rectangular rear, and block-like wheels.",37,239
baf3af05-5476-4b70-a6d2-c36730a2d997,"A geometric car featuring a flat, tiered roof, angular front and rear, rectangular layered sides, and block-shaped wheels, closely integrated into the overall structure.",12,44
1e975264-7e48-45a9-aefa-aa34051e33b8,Compact vehicle with a blocky and angular structure.,43,194
1e975264-7e48-45a9-aefa-aa34051e33b8,Boxy car with a layered body and rectangular front.,33,186,2
1e975264-7e48-45a9-aefa-aa34051e33b8,Angular automotive form with a stepped roof and squared corners.,27,104
1e975264-7e48-45a9-aefa-aa34051e33b8,"Geometric car with a tiered roofline, rectangular rear, and block-like wheels.",4,3
1e975264-7e48-45a9-aefa-aa34051e33b8,"A geometric car featuring a flat, tiered roof, angular front and rear, rectangular layered sides, and block-shaped wheels, closely integrated into the overall structure.",170,638,1
4935eeca-b2b9-458a-a9b2-64ae167c8834,A rectangular car with an angular front and flat top.,25,49
4935eeca-b2b9-458a-a9b2-64ae167c8834,A boxy car featuring a rectangular shape with a stepped front.,42,138,1
4935eeca-b2b9-458a-a9b2-64ae167c8834,"Car with a rectangular body, flat roof, and tiered front section.",5,11
4935eeca-b2b9-458a-a9b2-64ae167c8834,"Rectangular car structure, angular front, small cube openings at front and rear, and a flat roof.",15,24
4935eeca-b2b9-458a-a9b2-64ae167c8834,"Car with an elongated rectangular body, flat top, angular stepped front, small cubic openings at both ends, and evenly spaced horizontal lines on the surface.",2
76dec7d1-8e2b-43c7-93c8-f45b049ac3b8,Compact car with sharp edges and a flat roofline.,5,34
76dec7d1-8e2b-43c7-93c8-f45b049ac3b8,"This vehicle features a rectangular body, prominent front grille, and squared-off rear.",5,72
76dec7d1-8e2b-43c7-93c8-f45b049ac3b8,"A car with an elongated form, structured front, flat top, and recessed sides.",8,147
76dec7d1-8e2b-43c7-93c8-f45b049ac3b8,"The car has a rectangular body, angular corners, a smooth top surface, and defined wheel arches.",20,108
76dec7d1-8e2b-43c7-93c8-f45b049ac3b8,"This car shows an elongated rectangular form with sharply defined corners, a prominent front section with a recessed middle, and a flat roof that extends to form a cohesive, streamlined top surface. The wheel arches are subtly integrated along the sides, accentuating its sleek silhouette.",60,371
3e826a93-9d0b-4437-b291-d0cdbe6456c5,Compact car with sharp edges and a flat roofline.,12,74
3e826a93-9d0b-4437-b291-d0cdbe6456c5,"This vehicle features a rectangular body, prominent front grille, and squared-off rear.",31,328
3e826a93-9d0b-4437-b291-d0cdbe6456c5,"A car with an elongated form, structured front, flat top, and recessed sides.",27,133
3e826a93-9d0b-4437-b291-d0cdbe6456c5,"The car has a rectangular body, angular corners, a smooth top surface, and defined wheel arches.",38,164
